Country;Technology;Assumptions;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050
Singapore;Offshore_1;optimistic;2430,269123;2343,17175;2271,981381;2212,070082;2160,541174;2115,467633;2075,506186;2039,68518;2007,280329;1977,738127;1950,626602;1895,582978;1849,592643;1809,386582;1773,623543;1741,484563;1712,718065;1685,954733;1661,32733;1639,039744;1617,314819;1590,232307;1564,734526;1541,545445;1522,089715;1486,222176;1465,770278;1446,89874;1429,397174;1413,093613;1397,8458
Slovenia;Offshore_1;optimistic;2662,04033;2566,636608;2488,656919;2423,031966;2366,588822;2317,216684;2273,444172;2234,206968;2198,711715;2166,352116;2136,655005;2076,36195;2025,985585;1981,94513;1942,771423;1907,567396;1876,057479;1846,741767;1819,765684;1795,352565;1771,555764;1741,890434;1713,960966;1688,560377;1667,249182;1627,961009;1605,558643;1584,887354;1565,716689;1547,858281;1531,156307
Slovakia;Offshore_1;optimistic;2662,04033;2566,636608;2488,656919;2423,031966;2366,588822;2317,216684;2273,444172;2234,206968;2198,711715;2166,352116;2136,655005;2076,36195;2025,985585;1981,94513;1942,771423;1907,567396;1876,057479;1846,741767;1819,765684;1795,352565;1771,555764;1741,890434;1713,960966;1688,560377;1667,249182;1627,961009;1605,558643;1584,887354;1565,716689;1547,858281;1531,156307
Syria;Offshore_1;optimistic;2430,269123;2343,17175;2271,981381;2212,070082;2160,541174;2115,467633;2075,506186;2039,68518;2007,280329;1977,738127;1950,626602;1895,582978;1849,592643;1809,386582;1773,623543;1741,484563;1712,718065;1685,954733;1661,32733;1639,039744;1617,314819;1590,232307;1564,734526;1541,545445;1522,089715;1486,222176;1465,770278;1446,89874;1429,397174;1413,093613;1397,8458
Thailand;Offshore_1;optimistic;2430,269123;2343,17175;2271,981381;2212,070082;2160,541174;2115,467633;2075,506186;2039,68518;2007,280329;1977,738127;1950,626602;1895,582978;1849,592643;1809,386582;1773,623543;1741,484563;1712,718065;1685,954733;1661,32733;1639,039744;1617,314819;1590,232307;1564,734526;1541,545445;1522,089715;1486,222176;1465,770278;1446,89874;1429,397174;1413,093613;1397,8458
Turkmenistan;Offshore_1;optimistic;2829,475729;2728,071362;2645,186953;2575,434362;2515,441091;2462,963575;2416,437886;2374,732764;2337,004952;2302,610018;2271,045037;2206,959706;2153,414798;2106,604314;2064,966683;2027,548414;1994,056606;1962,897012;1934,224203;1908,275562;1882,982005;1851,450803;1821,764645;1794,766424;1772,114811;1730,355514;1706,544097;1684,572639;1664,196188;1645,214533;1627,462049
Tunisia;Offshore_1;optimistic;2430,269123;2343,17175;2271,981381;2212,070082;2160,541174;2115,467633;2075,506186;2039,68518;2007,280329;1977,738127;1950,626602;1895,582978;1849,592643;1809,386582;1773,623543;1741,484563;1712,718065;1685,954733;1661,32733;1639,039744;1617,314819;1590,232307;1564,734526;1541,545445;1522,089715;1486,222176;1465,770278;1446,89874;1429,397174;1413,093613;1397,8458
Turkey;Offshore_1;optimistic;2430,269123;2343,17175;2271,981381;2212,070082;2160,541174;2115,467633;2075,506186;2039,68518;2007,280329;1977,738127;1950,626602;1895,582978;1849,592643;1809,386582;1773,623543;1741,484563;1712,718065;1685,954733;1661,32733;1639,039744;1617,314819;1590,232307;1564,734526;1541,545445;1522,089715;1486,222176;1465,770278;1446,89874;1429,397174;1413,093613;1397,8458
Trinidad and Tobago;Offshore_1;optimistic;2354,162123;2269,792316;2200,831366;2142,796265;2092,881051;2049,219047;2010,509044;1975,809818;1944,419767;1915,802717;1889,540224;1836,220361;1791,670273;1752,723316;1718,080244;1686,947737;1659,082099;1633,156895;1609,30073;1587,711109;1566,666527;1540,43214;1515,732854;1493,269969;1474,42352;1439,679219;1419,867798;1401,587247;1384,633765;1368,840771;1354,070463
Taiwan;Offshore_1;optimistic;2139,723045;2063,038428;2000,359086;1947,610364;1902,241894;1862,557033;1827,373099;1795,834603;1767,303851;1741,293509;1717,42325;1668,960258;1628,468208;1593,068904;1561,581445;1533,284778;1507,957403;1484,393709;1462,710586;1443,08755;1423,959905;1400,11519;1377,665747;1357,248991;1340,119253;1308,539787;1290,532976;1273,917588;1258,508387;1244,153966;1230,729076
Ukraine;Offshore_1;optimistic;2829,475729;2728,071362;2645,186953;2575,434362;2515,441091;2462,963575;2416,437886;2374,732764;2337,004952;2302,610018;2271,045037;2206,959706;2153,414798;2106,604314;2064,966683;2027,548414;1994,056606;1962,897012;1934,224203;1908,275562;1882,982005;1851,450803;1821,764645;1794,766424;1772,114811;1730,355514;1706,544097;1684,572639;1664,196188;1645,214533;1627,462049
United Kingdom;Offshore_1;optimistic;2662,04033;2566,636608;2488,656919;2423,031966;2366,588822;2317,216684;2273,444172;2234,206968;2198,711715;2166,352116;2136,655005;2076,36195;2025,985585;1981,94513;1942,771423;1907,567396;1876,057479;1846,741767;1819,765684;1795,352565;1771,555764;1741,890434;1713,960966;1688,560377;1667,249182;1627,961009;1605,558643;1584,887354;1565,716689;1547,858281;1531,156307
United Kingdom;Offshore_1;optimistic;2662,04033;2566,636608;2488,656919;2423,031966;2366,588822;2317,216684;2273,444172;2234,206968;2198,711715;2166,352116;2136,655005;2076,36195;2025,985585;1981,94513;1942,771423;1907,567396;1876,057479;1846,741767;1819,765684;1795,352565;1771,555764;1741,890434;1713,960966;1688,560377;1667,249182;1627,961009;1605,558643;1584,887354;1565,716689;1547,858281;1531,156307
United States;Offshore_1;optimistic;2677,26173;2581,312495;2502,886922;2436,886729;2380,120846;2330,466401;2286,443601;2246,982041;2211,283827;2178,739198;2148,872281;2088,234474;2037,570059;1993,277783;1953,880083;1918,474761;1886,784673;1857,301335;1830,171004;1805,618292;1781,685423;1751,850467;1723,761301;1698,215472;1676,782421;1637,2696;1614,739139;1593,949653;1574,669371;1556,70885;1539,911374
Uzbekistan;Offshore_1;optimistic;2829,475729;2728,071362;2645,186953;2575,434362;2515,441091;2462,963575;2416,437886;2374,732764;2337,004952;2302,610018;2271,045037;2206,959706;2153,414798;2106,604314;2064,966683;2027,548414;1994,056606;1962,897012;1934,224203;1908,275562;1882,982005;1851,450803;1821,764645;1794,766424;1772,114811;1730,355514;1706,544097;1684,572639;1664,196188;1645,214533;1627,462049
Venezuela;Offshore_1;optimistic;2354,162123;2269,792316;2200,831366;2142,796265;2092,881051;2049,219047;2010,509044;1975,809818;1944,419767;1915,802717;1889,540224;1836,220361;1791,670273;1752,723316;1718,080244;1686,947737;1659,082099;1633,156895;1609,30073;1587,711109;1566,666527;1540,43214;1515,732854;1493,269969;1474,42352;1439,679219;1419,867798;1401,587247;1384,633765;1368,840771;1354,070463
Yemen;Offshore_1;optimistic;2430,269123;2343,17175;2271,981381;2212,070082;2160,541174;2115,467633;2075,506186;2039,68518;2007,280329;1977,738127;1950,626602;1895,582978;1849,592643;1809,386582;1773,623543;1741,484563;1712,718065;1685,954733;1661,32733;1639,039744;1617,314819;1590,232307;1564,734526;1541,545445;1522,089715;1486,222176;1465,770278;1446,89874;1429,397174;1413,093613;1397,8458
Croatia;Offshore_1;optimistic;2662,04033;2566,636608;2488,656919;2423,031966;2366,588822;2317,216684;2273,444172;2234,206968;2198,711715;2166,352116;2136,655005;2076,36195;2025,985585;1981,94513;1942,771423;1907,567396;1876,057479;1846,741767;1819,765684;1795,352565;1771,555764;1741,890434;1713,960966;1688,560377;1667,249182;1627,961009;1605,558643;1584,887354;1565,716689;1547,858281;1531,156307
Mozambique;Offshore_1;optimistic;2829,475729;2728,071362;2645,186953;2575,434362;2515,441091;2462,963575;2416,437886;2374,732764;2337,004952;2302,610018;2271,045037;2206,959706;2153,414798;2106,604314;2064,966683;2027,548414;1994,056606;1962,897012;1934,224203;1908,275562;1882,982005;1851,450803;1821,764645;1794,766424;1772,114811;1730,355514;1706,544097;1684,572639;1664,196188;1645,214533;1627,462049
Vietnam;Offshore_1;optimistic;2430,269123;2343,17175;2271,981381;2212,070082;2160,541174;2115,467633;2075,506186;2039,68518;2007,280329;1977,738127;1950,626602;1895,582978;1849,592643;1809,386582;1773,623543;1741,484563;1712,718065;1685,954733;1661,32733;1639,039744;1617,314819;1590,232307;1564,734526;1541,545445;1522,089715;1486,222176;1465,770278;1446,89874;1429,397174;1413,093613;1397,8458
Philippines;Offshore_1;optimistic;2430,269123;2343,17175;2271,981381;2212,070082;2160,541174;2115,467633;2075,506186;2039,68518;2007,280329;1977,738127;1950,626602;1895,582978;1849,592643;1809,386582;1773,623543;1741,484563;1712,718065;1685,954733;1661,32733;1639,039744;1617,314819;1590,232307;1564,734526;1541,545445;1522,089715;1486,222176;1465,770278;1446,89874;1429,397174;1413,093613;1397,8458
Iceland;Offshore_1;optimistic;2662,04033;2566,636608;2488,656919;2423,031966;2366,588822;2317,216684;2273,444172;2234,206968;2198,711715;2166,352116;2136,655005;2076,36195;2025,985585;1981,94513;1942,771423;1907,567396;1876,057479;1846,741767;1819,765684;1795,352565;1771,555764;1741,890434;1713,960966;1688,560377;1667,249182;1627,961009;1605,558643;1584,887354;1565,716689;1547,858281;1531,156307
Papua New Guinea;Offshore_1;optimistic;2430,269123;2343,17175;2271,981381;2212,070082;2160,541174;2115,467633;2075,506186;2039,68518;2007,280329;1977,738127;1950,626602;1895,582978;1849,592643;1809,386582;1773,623543;1741,484563;1712,718065;1685,954733;1661,32733;1639,039744;1617,314819;1590,232307;1564,734526;1541,545445;1522,089715;1486,222176;1465,770278;1446,89874;1429,397174;1413,093613;1397,8458
Cameroon;Offshore_1;optimistic;2829,475729;2728,071362;2645,186953;2575,434362;2515,441091;2462,963575;2416,437886;2374,732764;2337,004952;2302,610018;2271,045037;2206,959706;2153,414798;2106,604314;2064,966683;2027,548414;1994,056606;1962,897012;1934,224203;1908,275562;1882,982005;1851,450803;1821,764645;1794,766424;1772,114811;1730,355514;1706,544097;1684,572639;1664,196188;1645,214533;1627,462049
South Africa;Offshore_1;optimistic;2829,475729;2728,071362;2645,186953;2575,434362;2515,441091;2462,963575;2416,437886;2374,732764;2337,004952;2302,610018;2271,045037;2206,959706;2153,414798;2106,604314;2064,966683;2027,548414;1994,056606;1962,897012;1934,224203;1908,275562;1882,982005;1851,450803;1821,764645;1794,766424;1772,114811;1730,355514;1706,544097;1684,572639;1664,196188;1645,214533;1627,462049
United Arab Emirates;Offshore_2;optimistic;3385,072715;3263,756546;3164,596922;3081,147684;3009,37411;2946,592087;2890,930596;2841,03624;2795,900179;2754,751443;2716,988349;2640,319197;2576,26019;2520,25798;2470,444367;2425,678631;2385,610359;2348,332254;2314,029242;2282,985315;2252,725105;2215,002423;2179,487079;2147,187477;2120,087984;2070,128815;2041,641779;2015,355996;1990,978418;1968,269517;1947,031147
Angola;Offshore_2;optimistic;3941,119525;3799,875433;3684,427416;3587,270442;3503,707028;3430,612157;3365,807466;3307,717245;3255,166938;3207,258931;3163,292706;3074,029545;2999,447926;2934,246549;2876,250335;2824,131184;2777,481122;2734,079554;2694,141779;2657,998441;2622,767557;2578,848383;2537,499133;2499,893858;2468,342884;2410,177204;2377,010763;2346,407162;2318,025217;2291,586054;2266,858977
Argentina;Offshore_2;optimistic;3279,064815;3161,547817;3065,493504;2984,657586;2915,131694;2854,315771;2800,39739;2752,06554;2708,342973;2668,482862;2631,902368;2557,634209;2495,581292;2441,332863;2393,079228;2349,715389;2310,901905;2274,791213;2241,562443;2211,490697;2182,178124;2145,636776;2111,233641;2079,945543;2053,694705;2005,300071;1977,705144;1952,242534;1928,628371;1906,630629;1886,057366
Austria;Offshore_2;optimistic;3707,902143;3575,016228;3466,399896;3374,992227;3296,373712;3227,60426;3166,634413;3111,981706;3062,541085;3017,468054;2976,103549;2892,122572;2821,954351;2760,611293;2706,047029;2657,01205;2613,122525;2572,289262;2534,714822;2500,710281;2467,5642;2426,24396;2387,34157;2351,961603;2322,277671;2267,553968;2236,350166;2207,557546;2180,855114;2155,980499;2132,716657
Australia;Offshore_2;optimistic;3941,119525;3799,875433;3684,427416;3587,270442;3503,707028;3430,612157;3365,807466;3307,717245;3255,166938;3207,258931;3163,292706;3074,029545;2999,447926;2934,246549;2876,250335;2824,131184;2777,481122;2734,079554;2694,141779;2657,998441;2622,767557;2578,848383;2537,499133;2499,893858;2468,342884;2410,177204;2377,010763;2346,407162;2318,025217;2291,586054;2266,858977
Azerbaijan;Offshore_2;optimistic;3941,119525;3799,875433;3684,427416;3587,270442;3503,707028;3430,612157;3365,807466;3307,717245;3255,166938;3207,258931;3163,292706;3074,029545;2999,447926;2934,246549;2876,250335;2824,131184;2777,481122;2734,079554;2694,141779;2657,998441;2622,767557;2578,848383;2537,499133;2499,893858;2468,342884;2410,177204;2377,010763;2346,407162;2318,025217;2291,586054;2266,858977
Estonia;Offshore_2;optimistic;3707,902143;3575,016228;3466,399896;3374,992227;3296,373712;3227,60426;3166,634413;3111,981706;3062,541085;3017,468054;2976,103549;2892,122572;2821,954351;2760,611293;2706,047029;2657,01205;2613,122525;2572,289262;2534,714822;2500,710281;2467,5642;2426,24396;2387,34157;2351,961603;2322,277671;2267,553968;2236,350166;2207,557546;2180,855114;2155,980499;2132,716657
Bangladesh;Offshore_2;optimistic;3385,072715;3263,756546;3164,596922;3081,147684;3009,37411;2946,592087;2890,930596;2841,03624;2795,900179;2754,751443;2716,988349;2640,319197;2576,26019;2520,25798;2470,444367;2425,678631;2385,610359;2348,332254;2314,029242;2282,985315;2252,725105;2215,002423;2179,487079;2147,187477;2120,087984;2070,128815;2041,641779;2015,355996;1990,978418;1968,269517;1947,031147
Belgium;Offshore_2;optimistic;3707,902143;3575,016228;3466,399896;3374,992227;3296,373712;3227,60426;3166,634413;3111,981706;3062,541085;3017,468054;2976,103549;2892,122572;2821,954351;2760,611293;2706,047029;2657,01205;2613,122525;2572,289262;2534,714822;2500,710281;2467,5642;2426,24396;2387,34157;2351,961603;2322,277671;2267,553968;2236,350166;2207,557546;2180,855114;2155,980499;2132,716657
Bulgaria;Offshore_2;optimistic;3707,902143;3575,016228;3466,399896;3374,992227;3296,373712;3227,60426;3166,634413;3111,981706;3062,541085;3017,468054;2976,103549;2892,122572;2821,954351;2760,611293;2706,047029;2657,01205;2613,122525;2572,289262;2534,714822;2500,710281;2467,5642;2426,24396;2387,34157;2351,961603;2322,277671;2267,553968;2236,350166;2207,557546;2180,855114;2155,980499;2132,716657
Bahrain;Offshore_2;optimistic;3385,072715;3263,756546;3164,596922;3081,147684;3009,37411;2946,592087;2890,930596;2841,03624;2795,900179;2754,751443;2716,988349;2640,319197;2576,26019;2520,25798;2470,444367;2425,678631;2385,610359;2348,332254;2314,029242;2282,985315;2252,725105;2215,002423;2179,487079;2147,187477;2120,087984;2070,128815;2041,641779;2015,355996;1990,978418;1968,269517;1947,031147
Brunei darussalam;Offshore_2;optimistic;3385,072715;3263,756546;3164,596922;3081,147684;3009,37411;2946,592087;2890,930596;2841,03624;2795,900179;2754,751443;2716,988349;2640,319197;2576,26019;2520,25798;2470,444367;2425,678631;2385,610359;2348,332254;2314,029242;2282,985315;2252,725105;2215,002423;2179,487079;2147,187477;2120,087984;2070,128815;2041,641779;2015,355996;1990,978418;1968,269517;1947,031147
Bolivia;Offshore_2;optimistic;3279,064815;3161,547817;3065,493504;2984,657586;2915,131694;2854,315771;2800,39739;2752,06554;2708,342973;2668,482862;2631,902368;2557,634209;2495,581292;2441,332863;2393,079228;2349,715389;2310,901905;2274,791213;2241,562443;2211,490697;2182,178124;2145,636776;2111,233641;2079,945543;2053,694705;2005,300071;1977,705144;1952,242534;1928,628371;1906,630629;1886,057366
Brazil;Offshore_2;optimistic;3279,064815;3161,547817;3065,493504;2984,657586;2915,131694;2854,315771;2800,39739;2752,06554;2708,342973;2668,482862;2631,902368;2557,634209;2495,581292;2441,332863;2393,079228;2349,715389;2310,901905;2274,791213;2241,562443;2211,490697;2182,178124;2145,636776;2111,233641;2079,945543;2053,694705;2005,300071;1977,705144;1952,242534;1928,628371;1906,630629;1886,057366
Belarus;Offshore_2;optimistic;3941,119525;3799,875433;3684,427416;3587,270442;3503,707028;3430,612157;3365,807466;3307,717245;3255,166938;3207,258931;3163,292706;3074,029545;2999,447926;2934,246549;2876,250335;2824,131184;2777,481122;2734,079554;2694,141779;2657,998441;2622,767557;2578,848383;2537,499133;2499,893858;2468,342884;2410,177204;2377,010763;2346,407162;2318,025217;2291,586054;2266,858977
Canada;Offshore_2;optimistic;3729,103723;3595,457974;3486,22058;3394,290246;3315,222195;3246,059523;3184,741054;3129,775846;3080,052526;3034,72177;2993,120745;2908,65957;2838,090131;2776,396316;2721,520056;2672,204699;2628,064216;2586,997471;2549,208182;2515,009205;2481,673596;2440,11709;2400,992258;2365,40999;2335,556326;2280,519717;2249,137493;2220,180238;2193,325123;2168,308277;2144,911413
Switzerland;Offshore_2;optimistic;3707,902143;3575,016228;3466,399896;3374,992227;3296,373712;3227,60426;3166,634413;3111,981706;3062,541085;3017,468054;2976,103549;2892,122572;2821,954351;2760,611293;2706,047029;2657,01205;2613,122525;2572,289262;2534,714822;2500,710281;2467,5642;2426,24396;2387,34157;2351,961603;2322,277671;2267,553968;2236,350166;2207,557546;2180,855114;2155,980499;2132,716657
Chile;Offshore_2;optimistic;3279,064815;3161,547817;3065,493504;2984,657586;2915,131694;2854,315771;2800,39739;2752,06554;2708,342973;2668,482862;2631,902368;2557,634209;2495,581292;2441,332863;2393,079228;2349,715389;2310,901905;2274,791213;2241,562443;2211,490697;2182,178124;2145,636776;2111,233641;2079,945543;2053,694705;2005,300071;1977,705144;1952,242534;1928,628371;1906,630629;1886,057366
China;Offshore_2;optimistic;2980,37696;2873,564508;2786,259719;2712,787092;2649,594267;2594,318027;2545,311036;2501,381702;2461,641795;2425,412515;2392,164114;2324,660993;2268,260436;2218,95346;2175,095217;2135,681361;2100,403372;2067,581979;2037,379996;2010,047466;1983,404956;1950,192135;1918,922759;1890,484673;1866,625007;1822,638608;1797,557284;1774,414047;1752,950882;1732,9569;1714,257642
Colombia;Offshore_2;optimistic;3279,064815;3161,547817;3065,493504;2984,657586;2915,131694;2854,315771;2800,39739;2752,06554;2708,342973;2668,482862;2631,902368;2557,634209;2495,581292;2441,332863;2393,079228;2349,715389;2310,901905;2274,791213;2241,562443;2211,490697;2182,178124;2145,636776;2111,233641;2079,945543;2053,694705;2005,300071;1977,705144;1952,242534;1928,628371;1906,630629;1886,057366
Czech Republic;Offshore_2;optimistic;3707,902143;3575,016228;3466,399896;3374,992227;3296,373712;3227,60426;3166,634413;3111,981706;3062,541085;3017,468054;2976,103549;2892,122572;2821,954351;2760,611293;2706,047029;2657,01205;2613,122525;2572,289262;2534,714822;2500,710281;2467,5642;2426,24396;2387,34157;2351,961603;2322,277671;2267,553968;2236,350166;2207,557546;2180,855114;2155,980499;2132,716657
Germany;Offshore_2;optimistic;3707,902143;3575,016228;3466,399896;3374,992227;3296,373712;3227,60426;3166,634413;3111,981706;3062,541085;3017,468054;2976,103549;2892,122572;2821,954351;2760,611293;2706,047029;2657,01205;2613,122525;2572,289262;2534,714822;2500,710281;2467,5642;2426,24396;2387,34157;2351,961603;2322,277671;2267,553968;2236,350166;2207,557546;2180,855114;2155,980499;2132,716657
Denmark;Offshore_2;optimistic;3707,902143;3575,016228;3466,399896;3374,992227;3296,373712;3227,60426;3166,634413;3111,981706;3062,541085;3017,468054;2976,103549;2892,122572;2821,954351;2760,611293;2706,047029;2657,01205;2613,122525;2572,289262;2534,714822;2500,710281;2467,5642;2426,24396;2387,34157;2351,961603;2322,277671;2267,553968;2236,350166;2207,557546;2180,855114;2155,980499;2132,716657
Dominican Republic;Offshore_2;optimistic;3279,064815;3161,547817;3065,493504;2984,657586;2915,131694;2854,315771;2800,39739;2752,06554;2708,342973;2668,482862;2631,902368;2557,634209;2495,581292;2441,332863;2393,079228;2349,715389;2310,901905;2274,791213;2241,562443;2211,490697;2182,178124;2145,636776;2111,233641;2079,945543;2053,694705;2005,300071;1977,705144;1952,242534;1928,628371;1906,630629;1886,057366
Algeria;Offshore_2;optimistic;3385,072715;3263,756546;3164,596922;3081,147684;3009,37411;2946,592087;2890,930596;2841,03624;2795,900179;2754,751443;2716,988349;2640,319197;2576,26019;2520,25798;2470,444367;2425,678631;2385,610359;2348,332254;2314,029242;2282,985315;2252,725105;2215,002423;2179,487079;2147,187477;2120,087984;2070,128815;2041,641779;2015,355996;1990,978418;1968,269517;1947,031147
Egypt;Offshore_2;optimistic;3385,072715;3263,756546;3164,596922;3081,147684;3009,37411;2946,592087;2890,930596;2841,03624;2795,900179;2754,751443;2716,988349;2640,319197;2576,26019;2520,25798;2470,444367;2425,678631;2385,610359;2348,332254;2314,029242;2282,985315;2252,725105;2215,002423;2179,487079;2147,187477;2120,087984;2070,128815;2041,641779;2015,355996;1990,978418;1968,269517;1947,031147
Spain;Offshore_2;optimistic;3707,902143;3575,016228;3466,399896;3374,992227;3296,373712;3227,60426;3166,634413;3111,981706;3062,541085;3017,468054;2976,103549;2892,122572;2821,954351;2760,611293;2706,047029;2657,01205;2613,122525;2572,289262;2534,714822;2500,710281;2467,5642;2426,24396;2387,34157;2351,961603;2322,277671;2267,553968;2236,350166;2207,557546;2180,855114;2155,980499;2132,716657
Finland;Offshore_2;optimistic;3707,902143;3575,016228;3466,399896;3374,992227;3296,373712;3227,60426;3166,634413;3111,981706;3062,541085;3017,468054;2976,103549;2892,122572;2821,954351;2760,611293;2706,047029;2657,01205;2613,122525;2572,289262;2534,714822;2500,710281;2467,5642;2426,24396;2387,34157;2351,961603;2322,277671;2267,553968;2236,350166;2207,557546;2180,855114;2155,980499;2132,716657
France;Offshore_2;optimistic;3707,902143;3575,016228;3466,399896;3374,992227;3296,373712;3227,60426;3166,634413;3111,981706;3062,541085;3017,468054;2976,103549;2892,122572;2821,954351;2760,611293;2706,047029;2657,01205;2613,122525;2572,289262;2534,714822;2500,710281;2467,5642;2426,24396;2387,34157;2351,961603;2322,277671;2267,553968;2236,350166;2207,557546;2180,855114;2155,980499;2132,716657
Ghana;Offshore_2;optimistic;3941,119525;3799,875433;3684,427416;3587,270442;3503,707028;3430,612157;3365,807466;3307,717245;3255,166938;3207,258931;3163,292706;3074,029545;2999,447926;2934,246549;2876,250335;2824,131184;2777,481122;2734,079554;2694,141779;2657,998441;2622,767557;2578,848383;2537,499133;2499,893858;2468,342884;2410,177204;2377,010763;2346,407162;2318,025217;2291,586054;2266,858977
Georgia;Offshore_2;optimistic;3941,119525;3799,875433;3684,427416;3587,270442;3503,707028;3430,612157;3365,807466;3307,717245;3255,166938;3207,258931;3163,292706;3074,029545;2999,447926;2934,246549;2876,250335;2824,131184;2777,481122;2734,079554;2694,141779;2657,998441;2622,767557;2578,848383;2537,499133;2499,893858;2468,342884;2410,177204;2377,010763;2346,407162;2318,025217;2291,586054;2266,858977
Equatorial Guinea;Offshore_2;optimistic;3941,119525;3799,875433;3684,427416;3587,270442;3503,707028;3430,612157;3365,807466;3307,717245;3255,166938;3207,258931;3163,292706;3074,029545;2999,447926;2934,246549;2876,250335;2824,131184;2777,481122;2734,079554;2694,141779;2657,998441;2622,767557;2578,848383;2537,499133;2499,893858;2468,342884;2410,177204;2377,010763;2346,407162;2318,025217;2291,586054;2266,858977
Greece;Offshore_2;optimistic;3707,902143;3575,016228;3466,399896;3374,992227;3296,373712;3227,60426;3166,634413;3111,981706;3062,541085;3017,468054;2976,103549;2892,122572;2821,954351;2760,611293;2706,047029;2657,01205;2613,122525;2572,289262;2534,714822;2500,710281;2467,5642;2426,24396;2387,34157;2351,961603;2322,277671;2267,553968;2236,350166;2207,557546;2180,855114;2155,980499;2132,716657
Hungary;Offshore_2;optimistic;3707,902143;3575,016228;3466,399896;3374,992227;3296,373712;3227,60426;3166,634413;3111,981706;3062,541085;3017,468054;2976,103549;2892,122572;2821,954351;2760,611293;2706,047029;2657,01205;2613,122525;2572,289262;2534,714822;2500,710281;2467,5642;2426,24396;2387,34157;2351,961603;2322,277671;2267,553968;2236,350166;2207,557546;2180,855114;2155,980499;2132,716657
Indonesia;Offshore_2;optimistic;3385,072715;3263,756546;3164,596922;3081,147684;3009,37411;2946,592087;2890,930596;2841,03624;2795,900179;2754,751443;2716,988349;2640,319197;2576,26019;2520,25798;2470,444367;2425,678631;2385,610359;2348,332254;2314,029242;2282,985315;2252,725105;2215,002423;2179,487079;2147,187477;2120,087984;2070,128815;2041,641779;2015,355996;1990,978418;1968,269517;1947,031147
Ireland;Offshore_2;optimistic;3707,902143;3575,016228;3466,399896;3374,992227;3296,373712;3227,60426;3166,634413;3111,981706;3062,541085;3017,468054;2976,103549;2892,122572;2821,954351;2760,611293;2706,047029;2657,01205;2613,122525;2572,289262;2534,714822;2500,710281;2467,5642;2426,24396;2387,34157;2351,961603;2322,277671;2267,553968;2236,350166;2207,557546;2180,855114;2155,980499;2132,716657
India;Offshore_2;optimistic;3385,072715;3263,756546;3164,596922;3081,147684;3009,37411;2946,592087;2890,930596;2841,03624;2795,900179;2754,751443;2716,988349;2640,319197;2576,26019;2520,25798;2470,444367;2425,678631;2385,610359;2348,332254;2314,029242;2282,985315;2252,725105;2215,002423;2179,487079;2147,187477;2120,087984;2070,128815;2041,641779;2015,355996;1990,978418;1968,269517;1947,031147
Iraq;Offshore_2;optimistic;3385,072715;3263,756546;3164,596922;3081,147684;3009,37411;2946,592087;2890,930596;2841,03624;2795,900179;2754,751443;2716,988349;2640,319197;2576,26019;2520,25798;2470,444367;2425,678631;2385,610359;2348,332254;2314,029242;2282,985315;2252,725105;2215,002423;2179,487079;2147,187477;2120,087984;2070,128815;2041,641779;2015,355996;1990,978418;1968,269517;1947,031147
Iran;Offshore_2;optimistic;3385,072715;3263,756546;3164,596922;3081,147684;3009,37411;2946,592087;2890,930596;2841,03624;2795,900179;2754,751443;2716,988349;2640,319197;2576,26019;2520,25798;2470,444367;2425,678631;2385,610359;2348,332254;2314,029242;2282,985315;2252,725105;2215,002423;2179,487079;2147,187477;2120,087984;2070,128815;2041,641779;2015,355996;1990,978418;1968,269517;1947,031147
Italy;Offshore_2;optimistic;3707,902143;3575,016228;3466,399896;3374,992227;3296,373712;3227,60426;3166,634413;3111,981706;3062,541085;3017,468054;2976,103549;2892,122572;2821,954351;2760,611293;2706,047029;2657,01205;2613,122525;2572,289262;2534,714822;2500,710281;2467,5642;2426,24396;2387,34157;2351,961603;2322,277671;2267,553968;2236,350166;2207,557546;2180,855114;2155,980499;2132,716657
Japan;Offshore_2;optimistic;3941,119525;3799,875433;3684,427416;3587,270442;3503,707028;3430,612157;3365,807466;3307,717245;3255,166938;3207,258931;3163,292706;3074,029545;2999,447926;2934,246549;2876,250335;2824,131184;2777,481122;2734,079554;2694,141779;2657,998441;2622,767557;2578,848383;2537,499133;2499,893858;2468,342884;2410,177204;2377,010763;2346,407162;2318,025217;2291,586054;2266,858977
Republic of Korea;Offshore_2;optimistic;3941,119525;3799,875433;3684,427416;3587,270442;3503,707028;3430,612157;3365,807466;3307,717245;3255,166938;3207,258931;3163,292706;3074,029545;2999,447926;2934,246549;2876,250335;2824,131184;2777,481122;2734,079554;2694,141779;2657,998441;2622,767557;2578,848383;2537,499133;2499,893858;2468,342884;2410,177204;2377,010763;2346,407162;2318,025217;2291,586054;2266,858977
Kuwait;Offshore_2;optimistic;3385,072715;3263,756546;3164,596922;3081,147684;3009,37411;2946,592087;2890,930596;2841,03624;2795,900179;2754,751443;2716,988349;2640,319197;2576,26019;2520,25798;2470,444367;2425,678631;2385,610359;2348,332254;2314,029242;2282,985315;2252,725105;2215,002423;2179,487079;2147,187477;2120,087984;2070,128815;2041,641779;2015,355996;1990,978418;1968,269517;1947,031147
